setting_id,annual_EIR,cm_coverage,seasonality,rtss_target_group,cm_target_group,pmc_target_group,rtss_mode,rtss_coverage,pmc_coverage,pmc_mode,rtss_booster1_min_age,frac_high_access,demographics_filename,CM_filename,RTSS_filename,PMC_filename
HX10,1,0.6,season1,random,random,random,constant,0,0.8,5tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp_80coverage.csv
HX11,1,0.6,season1,random,random,random,constant,0,0.8,5tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp2ndyr_80coverage.csv
HX12,1,0.6,season1,random,random,random,constant,0,0.8,6tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_6tp2ndyr_80coverage.csv
HX13,1,0.6,season1,random,random,random,constant,0,0.8,7tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_7tp2ndyr_80coverage.csv
HX14,4,0.6,season1,random,random,random,constant,0,0,3tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_3tp_0coverage.csv
HX15,4,0.6,season1,random,random,random,constant,0,0,4tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp_0coverage.csv
HX16,4,0.6,season1,random,random,random,constant,0,0,4tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp2ndyr_0coverage.csv
HX17,4,0.6,season1,random,random,random,constant,0,0,5tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp_0coverage.csv
HX18,4,0.6,season1,random,random,random,constant,0,0,5tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp2ndyr_0coverage.csv
HX19,4,0.6,season1,random,random,random,constant,0,0,6tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_6tp2ndyr_0coverage.csv
HX20,4,0.6,season1,random,random,random,constant,0,0,7tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_7tp2ndyr_0coverage.csv
HX21,4,0.6,season1,random,random,random,constant,0,0.8,3tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_3tp_80coverage.csv
HX22,4,0.6,season1,random,random,random,constant,0,0.8,4tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp_80coverage.csv
HX23,4,0.6,season1,random,random,random,constant,0,0.8,4tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp2ndyr_80coverage.csv
HX24,4,0.6,season1,random,random,random,constant,0,0.8,5tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp_80coverage.csv
HX25,4,0.6,season1,random,random,random,constant,0,0.8,5tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp2ndyr_80coverage.csv
HX26,4,0.6,season1,random,random,random,constant,0,0.8,6tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_6tp2ndyr_80coverage.csv
HX27,4,0.6,season1,random,random,random,constant,0,0.8,7tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_7tp2ndyr_80coverage.csv
HX28,16,0.6,season1,random,random,random,constant,0,0,3tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_3tp_0coverage.csv
HX29,16,0.6,season1,random,random,random,constant,0,0,4tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp_0coverage.csv
HX30,16,0.6,season1,random,random,random,constant,0,0,4tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp2ndyr_0coverage.csv
HX31,16,0.6,season1,random,random,random,constant,0,0,5tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp_0coverage.csv
HX32,16,0.6,season1,random,random,random,constant,0,0,5tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp2ndyr_0coverage.csv
HX33,16,0.6,season1,random,random,random,constant,0,0,6tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_6tp2ndyr_0coverage.csv
HX34,16,0.6,season1,random,random,random,constant,0,0,7tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_7tp2ndyr_0coverage.csv
HX35,16,0.6,season1,random,random,random,constant,0,0.8,3tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_3tp_80coverage.csv
HX36,16,0.6,season1,random,random,random,constant,0,0.8,4tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp_80coverage.csv
HX37,16,0.6,season1,random,random,random,constant,0,0.8,4tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp2ndyr_80coverage.csv
HX38,16,0.6,season1,random,random,random,constant,0,0.8,5tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp_80coverage.csv
HX39,16,0.6,season1,random,random,random,constant,0,0.8,5tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp2ndyr_80coverage.csv
HX40,16,0.6,season1,random,random,random,constant,0,0.8,6tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_6tp2ndyr_80coverage.csv
HX41,16,0.6,season1,random,random,random,constant,0,0.8,7tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_7tp2ndyr_80coverage.csv
HX42,32,0.6,season1,random,random,random,constant,0,0,3tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_3tp_0coverage.csv
HX43,32,0.6,season1,random,random,random,constant,0,0,4tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp_0coverage.csv
HX44,32,0.6,season1,random,random,random,constant,0,0,4tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp2ndyr_0coverage.csv
HX45,32,0.6,season1,random,random,random,constant,0,0,5tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp_0coverage.csv
HX46,32,0.6,season1,random,random,random,constant,0,0,5tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp2ndyr_0coverage.csv
HX47,32,0.6,season1,random,random,random,constant,0,0,6tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_6tp2ndyr_0coverage.csv
HX48,32,0.6,season1,random,random,random,constant,0,0,7tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_7tp2ndyr_0coverage.csv
HX49,32,0.6,season1,random,random,random,constant,0,0.8,3tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_3tp_80coverage.csv
HX50,32,0.6,season1,random,random,random,constant,0,0.8,4tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp_80coverage.csv
HX51,32,0.6,season1,random,random,random,constant,0,0.8,4tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp2ndyr_80coverage.csv
HX52,32,0.6,season1,random,random,random,constant,0,0.8,5tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp_80coverage.csv
HX53,32,0.6,season1,random,random,random,constant,0,0.8,5tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp2ndyr_80coverage.csv
HX54,32,0.6,season1,random,random,random,constant,0,0.8,6tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_6tp2ndyr_80coverage.csv
HX55,32,0.6,season1,random,random,random,constant,0,0.8,7tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_7tp2ndyr_80coverage.csv
HX56,64,0.6,season1,random,random,random,constant,0,0,3tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_3tp_0coverage.csv
HX57,64,0.6,season1,random,random,random,constant,0,0,4tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp_0coverage.csv
HX58,64,0.6,season1,random,random,random,constant,0,0,4tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp2ndyr_0coverage.csv
HX59,64,0.6,season1,random,random,random,constant,0,0,5tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp_0coverage.csv
HX60,64,0.6,season1,random,random,random,constant,0,0,5tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp2ndyr_0coverage.csv
HX61,64,0.6,season1,random,random,random,constant,0,0,6tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_6tp2ndyr_0coverage.csv
HX62,64,0.6,season1,random,random,random,constant,0,0,7tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_7tp2ndyr_0coverage.csv
HX63,64,0.6,season1,random,random,random,constant,0,0.8,3tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_3tp_80coverage.csv
HX64,64,0.6,season1,random,random,random,constant,0,0.8,4tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp_80coverage.csv
HX65,64,0.6,season1,random,random,random,constant,0,0.8,4tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp2ndyr_80coverage.csv
HX66,64,0.6,season1,random,random,random,constant,0,0.8,5tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp_80coverage.csv
HX67,64,0.6,season1,random,random,random,constant,0,0.8,5tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp2ndyr_80coverage.csv
HX68,64,0.6,season1,random,random,random,constant,0,0.8,6tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_6tp2ndyr_80coverage.csv
HX69,64,0.6,season1,random,random,random,constant,0,0.8,7tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_7tp2ndyr_80coverage.csv
HX70,128,0.6,season1,random,random,random,constant,0,0,3tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_3tp_0coverage.csv
HX71,128,0.6,season1,random,random,random,constant,0,0,4tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp_0coverage.csv
HX72,128,0.6,season1,random,random,random,constant,0,0,4tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp2ndyr_0coverage.csv
HX73,128,0.6,season1,random,random,random,constant,0,0,5tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp_0coverage.csv
HX74,128,0.6,season1,random,random,random,constant,0,0,5tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp2ndyr_0coverage.csv
HX75,128,0.6,season1,random,random,random,constant,0,0,6tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_6tp2ndyr_0coverage.csv
HX76,128,0.6,season1,random,random,random,constant,0,0,7tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_7tp2ndyr_0coverage.csv
HX77,128,0.6,season1,random,random,random,constant,0,0.8,3tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_3tp_80coverage.csv
HX78,128,0.6,season1,random,random,random,constant,0,0.8,4tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp_80coverage.csv
HX79,128,0.6,season1,random,random,random,constant,0,0.8,4tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_4tp2ndyr_80coverage.csv
HX80,128,0.6,season1,random,random,random,constant,0,0.8,5tp,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp_80coverage.csv
HX81,128,0.6,season1,random,random,random,constant,0,0.8,5tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_5tp2ndyr_80coverage.csv
HX82,128,0.6,season1,random,random,random,constant,0,0.8,6tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_6tp2ndyr_80coverage.csv
HX83,128,0.6,season1,random,random,random,constant,0,0.8,7tp2ndyr,730,0,Demographics/generic_demographics_cohort_uncorrelated_IIV.json,CM/CM_constant_60coverage.csv,RTSS/RTSS_constant_0coverage.csv,PMC/PMC_7tp2ndyr_80coverage.csv
