age,year,seasonality,Annual_EIR,pmc_mode,pmc_coverage,rtss_coverage,cm_coverage,pmc_rtss_cov,name,mean_val,median_val,low_val,up_val,min_val,max_val,pmc_mode_fct,yint,yint_min
7,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,0,0,0,0,0,0,PMC-7,1.5,0
14,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,clinical_cases,1206.19777777778,1207.26666666667,996.493333333333,1379.99333333333,944.666666666667,1410.93333333333,"RTS,S",110,0
14,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_clinical_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
14,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_severe_incidence,,,0,0,,,"RTS,S",1.5,0
14,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,severe_cases,0.0577777777777778,0,0,0,0,1.73333333333333,"RTS,S",1.5,0
14,1,season1,32,3tp,0.8,0,0.6,0.8-0,clinical_cases,1211.77333333333,1216.8,991.38,1402.44,937.733333333333,1419.6,PMC-3,110,0
14,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00420707282609037,-0.00333087205325044,-0.0466310541310541,0.0422118104087511,-0.0630749014454668,0.0653594771241829,PMC-3,1.5,0
14,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-3,1.5,0
14,1,season1,32,3tp,0.8,0,0.6,0.8-0,severe_cases,0.0288888888888889,0,0,0,0,1.73333333333333,PMC-3,1.5,0
14,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases,1211.77333333333,1216.8,991.38,1402.44,937.733333333333,1419.6,"PMC-3+RTS,S",110,0
14,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_clinical_incidence,-0.00420707282609037,-0.00333087205325044,-0.0466310541310541,0.0422118104087511,-0.0630749014454668,0.0653594771241829,"PMC-3+RTS,S",1.5,0
14,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_severe_incidence,,,-Inf,1,,,"PMC-3+RTS,S",1.5,0
14,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,severe_cases,0.0288888888888889,0,0,0,0,1.73333333333333,"PMC-3+RTS,S",1.5,0
14,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1211.77333333333,1216.8,991.38,1402.44,937.733333333333,1419.6,PMC-4,110,0
14,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00420707282609037,-0.00333087205325044,-0.0466310541310541,0.0422118104087511,-0.0630749014454668,0.0653594771241829,PMC-4,1.5,0
14,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-4,1.5,0
14,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,0.0288888888888889,0,0,0,0,1.73333333333333,PMC-4,1.5,0
14,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1211.77333333333,1216.8,991.38,1402.44,937.733333333333,1419.6,PMC-5,110,0
14,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00420707282609037,-0.00333087205325044,-0.0466310541310541,0.0422118104087511,-0.0630749014454668,0.0653594771241829,PMC-5,1.5,0
14,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-5,1.5,0
14,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,0.0288888888888889,0,0,0,0,1.73333333333333,PMC-5,1.5,0
14,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1211.77333333333,1216.8,991.38,1402.44,937.733333333333,1419.6,PMC-6,110,0
14,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00420707282609037,-0.00333087205325044,-0.0466310541310541,0.0422118104087511,-0.0630749014454668,0.0653594771241829,PMC-6,1.5,0
14,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-6,1.5,0
14,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,0.0288888888888889,0,0,0,0,1.73333333333333,PMC-6,1.5,0
14,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1211.77333333333,1216.8,991.38,1402.44,937.733333333333,1419.6,PMC-7,110,0
14,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00420707282609037,-0.00333087205325044,-0.0466310541310541,0.0422118104087511,-0.0630749014454668,0.0653594771241829,PMC-7,1.5,0
14,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-7,1.5,0
14,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,0.0288888888888889,0,0,0,0,1.73333333333333,PMC-7,1.5,0
21,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,clinical_cases,2136.30444444444,2126.8,1852.67333333333,2431.52,1813.06666666667,2518.53333333333,"RTS,S",110,0
21,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_clinical_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
21,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_severe_incidence,,,0,0,,,"RTS,S",1.5,0
21,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,severe_cases,0.433333333333333,0,0,1.73333333333333,0,3.46666666666667,"RTS,S",1.5,0
21,1,season1,32,3tp,0.8,0,0.6,0.8-0,clinical_cases,2138.26888888889,2164.93333333333,1823.20666666667,2395.64,1788.8,2468.26666666667,PMC-3,110,0
21,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00205330534278464,-0.00926362516460633,-0.0408587366436204,0.0498864725690687,-0.0579322638146167,0.0742326909350463,PMC-3,1.5,0
21,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-3,1.5,0
21,1,season1,32,3tp,0.8,0,0.6,0.8-0,severe_cases,0.288888888888889,0,0,1.73333333333333,0,3.46666666666667,PMC-3,1.5,0
21,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases,2138.26888888889,2164.93333333333,1823.20666666667,2395.64,1788.8,2468.26666666667,"PMC-3+RTS,S",110,0
21,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_clinical_incidence,-0.00205330534278464,-0.00926362516460633,-0.0408587366436204,0.0498864725690687,-0.0579322638146167,0.0742326909350463,"PMC-3+RTS,S",1.5,0
21,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_severe_incidence,,,-Inf,1,,,"PMC-3+RTS,S",1.5,0
21,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,severe_cases,0.288888888888889,0,0,1.73333333333333,0,3.46666666666667,"PMC-3+RTS,S",1.5,0
21,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2138.26888888889,2164.93333333333,1823.20666666667,2395.64,1788.8,2468.26666666667,PMC-4,110,0
21,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00205330534278464,-0.00926362516460633,-0.0408587366436204,0.0498864725690687,-0.0579322638146167,0.0742326909350463,PMC-4,1.5,0
21,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-4,1.5,0
21,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,0.288888888888889,0,0,1.73333333333333,0,3.46666666666667,PMC-4,1.5,0
21,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2138.26888888889,2164.93333333333,1823.20666666667,2395.64,1788.8,2468.26666666667,PMC-5,110,0
21,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00205330534278464,-0.00926362516460633,-0.0408587366436204,0.0498864725690687,-0.0579322638146167,0.0742326909350463,PMC-5,1.5,0
21,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-5,1.5,0
21,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,0.288888888888889,0,0,1.73333333333333,0,3.46666666666667,PMC-5,1.5,0
21,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2138.26888888889,2164.93333333333,1823.20666666667,2395.64,1788.8,2468.26666666667,PMC-6,110,0
21,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00205330534278464,-0.00926362516460633,-0.0408587366436204,0.0498864725690687,-0.0579322638146167,0.0742326909350463,PMC-6,1.5,0
21,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-6,1.5,0
21,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,0.288888888888889,0,0,1.73333333333333,0,3.46666666666667,PMC-6,1.5,0
21,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2138.26888888889,2164.93333333333,1823.20666666667,2395.64,1788.8,2468.26666666667,PMC-7,110,0
21,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00205330534278464,-0.00926362516460633,-0.0408587366436204,0.0498864725690687,-0.0579322638146167,0.0742326909350463,PMC-7,1.5,0
21,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-7,1.5,0
21,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,0.288888888888889,0,0,1.73333333333333,0,3.46666666666667,PMC-7,1.5,0
28,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,clinical_cases,2049.34888888889,2092.13333333333,1774.93333333333,2289.82,1677.86666666667,2386.8,"RTS,S",110,0
28,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_clinical_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
28,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_severe_incidence,,,0,0,,,"RTS,S",1.5,0
28,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,severe_cases,0.462222222222222,0,0,1.73333333333333,0,3.46666666666667,"RTS,S",1.5,0
28,1,season1,32,3tp,0.8,0,0.6,0.8-0,clinical_cases,2063.07111111111,2112.06666666667,1750.49333333333,2336.01333333333,1717.73333333333,2504.66666666667,PMC-3,110,0
28,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00686073891876512,0.000854395628275995,-0.0573845752806806,0.0461133336986903,-0.132825719120135,0.0623052959501557,PMC-3,1.5,0
28,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-3,1.5,0
28,1,season1,32,3tp,0.8,0,0.6,0.8-0,severe_cases,0.577777777777778,0,0,1.73333333333333,0,3.46666666666667,PMC-3,1.5,0
28,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases,2063.07111111111,2112.06666666667,1750.49333333333,2336.01333333333,1717.73333333333,2504.66666666667,"PMC-3+RTS,S",110,0
28,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_clinical_incidence,-0.00686073891876512,0.000854395628275995,-0.0573845752806806,0.0461133336986903,-0.132825719120135,0.0623052959501557,"PMC-3+RTS,S",1.5,0
28,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_severe_incidence,,,-Inf,1,,,"PMC-3+RTS,S",1.5,0
28,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,severe_cases,0.577777777777778,0,0,1.73333333333333,0,3.46666666666667,"PMC-3+RTS,S",1.5,0
28,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2063.07111111111,2112.06666666667,1750.49333333333,2336.01333333333,1717.73333333333,2504.66666666667,PMC-4,110,0
28,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00686073891876512,0.000854395628275995,-0.0573845752806806,0.0461133336986903,-0.132825719120135,0.0623052959501557,PMC-4,1.5,0
28,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-4,1.5,0
28,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,0.577777777777778,0,0,1.73333333333333,0,3.46666666666667,PMC-4,1.5,0
28,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2063.07111111111,2112.06666666667,1750.49333333333,2336.01333333333,1717.73333333333,2504.66666666667,PMC-5,110,0
28,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00686073891876512,0.000854395628275995,-0.0573845752806806,0.0461133336986903,-0.132825719120135,0.0623052959501557,PMC-5,1.5,0
28,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-5,1.5,0
28,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,0.577777777777778,0,0,1.73333333333333,0,3.46666666666667,PMC-5,1.5,0
28,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2063.07111111111,2112.06666666667,1750.49333333333,2336.01333333333,1717.73333333333,2504.66666666667,PMC-6,110,0
28,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00686073891876512,0.000854395628275995,-0.0573845752806806,0.0461133336986903,-0.132825719120135,0.0623052959501557,PMC-6,1.5,0
28,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-6,1.5,0
28,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,0.577777777777778,0,0,1.73333333333333,0,3.46666666666667,PMC-6,1.5,0
28,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,2063.07111111111,2112.06666666667,1750.49333333333,2336.01333333333,1717.73333333333,2504.66666666667,PMC-7,110,0
28,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00686073891876512,0.000854395628275995,-0.0573845752806806,0.0461133336986903,-0.132825719120135,0.0623052959501557,PMC-7,1.5,0
28,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-7,1.5,0
28,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,0.577777777777778,0,0,1.73333333333333,0,3.46666666666667,PMC-7,1.5,0
35,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,clinical_cases,1983.68444444444,2027.13333333333,1681.16,2227.68,1577.33333333333,2305.33333333333,"RTS,S",110,0
35,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_clinical_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
35,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_severe_incidence,,,0,0,,,"RTS,S",1.5,0
35,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,severe_cases,1.61777777777778,1.73333333333333,0,5.2,0,6.93333333333333,"RTS,S",1.5,0
35,1,season1,32,3tp,0.8,0,0.6,0.8-0,clinical_cases,1992.98666666667,2049.66666666667,1678.64666666667,2247.00666666667,1584.26666666667,2307.06666666667,PMC-3,110,0
35,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00517966617519907,-0.00611978559776283,-0.0598373587029408,0.0481458147637955,-0.0850492390331246,0.136767317939609,PMC-3,1.5,0
35,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-3,1.5,0
35,1,season1,32,3tp,0.8,0,0.6,0.8-0,severe_cases,1.32888888888889,1.73333333333333,0,3.46666666666667,0,5.2,PMC-3,1.5,0
35,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases,1992.98666666667,2049.66666666667,1678.64666666667,2247.00666666667,1584.26666666667,2307.06666666667,"PMC-3+RTS,S",110,0
35,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_clinical_incidence,-0.00517966617519907,-0.00611978559776283,-0.0598373587029408,0.0481458147637955,-0.0850492390331246,0.136767317939609,"PMC-3+RTS,S",1.5,0
35,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_severe_incidence,,,-Inf,1,,,"PMC-3+RTS,S",1.5,0
35,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,severe_cases,1.32888888888889,1.73333333333333,0,3.46666666666667,0,5.2,"PMC-3+RTS,S",1.5,0
35,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1992.98666666667,2049.66666666667,1678.64666666667,2247.00666666667,1584.26666666667,2307.06666666667,PMC-4,110,0
35,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00517966617519907,-0.00611978559776283,-0.0598373587029408,0.0481458147637955,-0.0850492390331246,0.136767317939609,PMC-4,1.5,0
35,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-4,1.5,0
35,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,1.32888888888889,1.73333333333333,0,3.46666666666667,0,5.2,PMC-4,1.5,0
35,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1992.98666666667,2049.66666666667,1678.64666666667,2247.00666666667,1584.26666666667,2307.06666666667,PMC-5,110,0
35,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00517966617519907,-0.00611978559776283,-0.0598373587029408,0.0481458147637955,-0.0850492390331246,0.136767317939609,PMC-5,1.5,0
35,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-5,1.5,0
35,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,1.32888888888889,1.73333333333333,0,3.46666666666667,0,5.2,PMC-5,1.5,0
35,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1992.98666666667,2049.66666666667,1678.64666666667,2247.00666666667,1584.26666666667,2307.06666666667,PMC-6,110,0
35,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00517966617519907,-0.00611978559776283,-0.0598373587029408,0.0481458147637955,-0.0850492390331246,0.136767317939609,PMC-6,1.5,0
35,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-6,1.5,0
35,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,1.32888888888889,1.73333333333333,0,3.46666666666667,0,5.2,PMC-6,1.5,0
35,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1992.98666666667,2049.66666666667,1678.64666666667,2247.00666666667,1584.26666666667,2307.06666666667,PMC-7,110,0
35,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00517966617519907,-0.00611978559776283,-0.0598373587029408,0.0481458147637955,-0.0850492390331246,0.136767317939609,PMC-7,1.5,0
35,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-7,1.5,0
35,1,season1,32,7tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,1.32888888888889,1.73333333333333,0,3.46666666666667,0,5.2,PMC-7,1.5,0
42,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,clinical_cases,1998.70666666667,1995.06666666667,1751.27333333333,2224.3,1594.66666666667,2320.93333333333,"RTS,S",110,0
42,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_clinical_incidence,0,0,0,0,0,0,"RTS,S",1.5,0
42,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,PE_severe_incidence,,,0,0,,,"RTS,S",1.5,0
42,1,season1,32,"RTS,S",0,0.8,0.6,0-0.8,severe_cases,1.38666666666667,0.866666666666667,0,5.2,0,5.2,"RTS,S",1.5,0
42,1,season1,32,3tp,0.8,0,0.6,0.8-0,clinical_cases,1999.97777777778,1991.6,1754.82666666667,2247.00666666667,1676.13333333333,2301.86666666667,PMC-3,110,0
42,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00137753671842294,0.000454545454545485,-0.0596474858950622,0.0616235058442812,-0.085427135678392,0.0723839496459482,PMC-3,1.5,0
42,1,season1,32,3tp,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-3,1.5,0
42,1,season1,32,3tp,0.8,0,0.6,0.8-0,severe_cases,1.09777777777778,0,0,3.46666666666667,0,8.66666666666667,PMC-3,1.5,0
42,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases,1999.97777777778,1991.6,1754.82666666667,2247.00666666667,1676.13333333333,2301.86666666667,"PMC-3+RTS,S",110,0
42,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_clinical_incidence,-0.00137753671842294,0.000454545454545485,-0.0596474858950622,0.0616235058442812,-0.085427135678392,0.0723839496459482,"PMC-3+RTS,S",1.5,0
42,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,PE_severe_incidence,,,-Inf,1,,,"PMC-3+RTS,S",1.5,0
42,1,season1,32,3tp,0.8,0.8,0.6,0.8-0.8,severe_cases,1.09777777777778,0,0,3.46666666666667,0,8.66666666666667,"PMC-3+RTS,S",1.5,0
42,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1999.97777777778,1991.6,1754.82666666667,2247.00666666667,1676.13333333333,2301.86666666667,PMC-4,110,0
42,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00137753671842294,0.000454545454545485,-0.0596474858950622,0.0616235058442812,-0.085427135678392,0.0723839496459482,PMC-4,1.5,0
42,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-4,1.5,0
42,1,season1,32,4tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,1.09777777777778,0,0,3.46666666666667,0,8.66666666666667,PMC-4,1.5,0
42,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1999.97777777778,1991.6,1754.82666666667,2247.00666666667,1676.13333333333,2301.86666666667,PMC-5,110,0
42,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00137753671842294,0.000454545454545485,-0.0596474858950622,0.0616235058442812,-0.085427135678392,0.0723839496459482,PMC-5,1.5,0
42,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-5,1.5,0
42,1,season1,32,5tp2ndyr,0.8,0,0.6,0.8-0,severe_cases,1.09777777777778,0,0,3.46666666666667,0,8.66666666666667,PMC-5,1.5,0
42,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases,1999.97777777778,1991.6,1754.82666666667,2247.00666666667,1676.13333333333,2301.86666666667,PMC-6,110,0
42,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_clinical_incidence,-0.00137753671842294,0.000454545454545485,-0.0596474858950622,0.0616235058442812,-0.085427135678392,0.0723839496459482,PMC-6,1.5,0
42,1,season1,32,6tp2ndyr,0.8,0,0.6,0.8-0,PE_severe_incidence,,,-Inf,1,,,PMC-6,1.5,0
